ID,Actual_Address,Actual_Longitude,Actual_Latitude,Matched_Address,Matched_Longitude,Matched_Latitude,Geodetic_Distance_m
3507,Actual Address 3507,Actual Long 3507,Actual Lat 3507,Matched Address 3507,Matched Long 3507,Matched Lat 3507,12
3508,Actual Address 3508,Actual Long 3508,Actual Lat 3508,Matched Address 3508,Matched Long 3508,Matched Lat 3508,18
3509,Actual Address 3509,Actual Long 3509,Actual Lat 3509,Matched Address 3509,Matched Long 3509,Matched Lat 3509,17
3510,Actual Address 3510,Actual Long 3510,Actual Lat 3510,Matched Address 3510,Matched Long 3510,Matched Lat 3510,17
3511,Actual Address 3511,Actual Long 3511,Actual Lat 3511,Matched Address 3511,Matched Long 3511,Matched Lat 3511,19
3512,Actual Address 3512,Actual Long 3512,Actual Lat 3512,Matched Address 3512,Matched Long 3512,Matched Lat 3512,11
3513,Actual Address 3513,Actual Long 3513,Actual Lat 3513,Matched Address 3513,Matched Long 3513,Matched Lat 3513,12
3514,Actual Address 3514,Actual Long 3514,Actual Lat 3514,Matched Address 3514,Matched Long 3514,Matched Lat 3514,18
3515,Actual Address 3515,Actual Long 3515,Actual Lat 3515,Matched Address 3515,Matched Long 3515,Matched Lat 3515,16
3516,Actual Address 3516,Actual Long 3516,Actual Lat 3516,Matched Address 3516,Matched Long 3516,Matched Lat 3516,99
3517,Actual Address 3517,Actual Long 3517,Actual Lat 3517,Matched Address 3517,Matched Long 3517,Matched Lat 3517,868
3518,Actual Address 3518,Actual Long 3518,Actual Lat 3518,Matched Address 3518,Matched Long 3518,Matched Lat 3518,15
3519,Actual Address 3519,Actual Long 3519,Actual Lat 3519,Matched Address 3519,Matched Long 3519,Matched Lat 3519,25
3520,Actual Address 3520,Actual Long 3520,Actual Lat 3520,Matched Address 3520,Matched Long 3520,Matched Lat 3520,3
3521,Actual Address 3521,Actual Long 3521,Actual Lat 3521,Matched Address 3521,Matched Long 3521,Matched Lat 3521,35
3522,Actual Address 3522,Actual Long 3522,Actual Lat 3522,Matched Address 3522,Matched Long 3522,Matched Lat 3522,6
3523,Actual Address 3523,Actual Long 3523,Actual Lat 3523,Matched Address 3523,Matched Long 3523,Matched Lat 3523,17
3524,Actual Address 3524,Actual Long 3524,Actual Lat 3524,Matched Address 3524,Matched Long 3524,Matched Lat 3524,11
3525,Actual Address 3525,Actual Long 3525,Actual Lat 3525,Matched Address 3525,Matched Long 3525,Matched Lat 3525,43
3526,Actual Address 3526,Actual Long 3526,Actual Lat 3526,Matched Address 3526,Matched Long 3526,Matched Lat 3526,237
3527,Actual Address 3527,Actual Long 3527,Actual Lat 3527,Matched Address 3527,Matched Long 3527,Matched Lat 3527,764
3528,Actual Address 3528,Actual Long 3528,Actual Lat 3528,Matched Address 3528,Matched Long 3528,Matched Lat 3528,22
3529,Actual Address 3529,Actual Long 3529,Actual Lat 3529,Matched Address 3529,Matched Long 3529,Matched Lat 3529,19
3530,Actual Address 3530,Actual Long 3530,Actual Lat 3530,Matched Address 3530,Matched Long 3530,Matched Lat 3530,60
3531,Actual Address 3531,Actual Long 3531,Actual Lat 3531,Matched Address 3531,Matched Long 3531,Matched Lat 3531,53
3532,Actual Address 3532,Actual Long 3532,Actual Lat 3532,Matched Address 3532,Matched Long 3532,Matched Lat 3532,213
3533,Actual Address 3533,Actual Long 3533,Actual Lat 3533,Matched Address 3533,Matched Long 3533,Matched Lat 3533,12
3534,Actual Address 3534,Actual Long 3534,Actual Lat 3534,Matched Address 3534,Matched Long 3534,Matched Lat 3534,14
3535,Actual Address 3535,Actual Long 3535,Actual Lat 3535,Matched Address 3535,Matched Long 3535,Matched Lat 3535,10
3536,Actual Address 3536,Actual Long 3536,Actual Lat 3536,Matched Address 3536,Matched Long 3536,Matched Lat 3536,101
3537,Actual Address 3537,Actual Long 3537,Actual Lat 3537,Matched Address 3537,Matched Long 3537,Matched Lat 3537,14
3538,Actual Address 3538,Actual Long 3538,Actual Lat 3538,Matched Address 3538,Matched Long 3538,Matched Lat 3538,10
3539,Actual Address 3539,Actual Long 3539,Actual Lat 3539,Matched Address 3539,Matched Long 3539,Matched Lat 3539,103
3540,Actual Address 3540,Actual Long 3540,Actual Lat 3540,Matched Address 3540,Matched Long 3540,Matched Lat 3540,12
3541,Actual Address 3541,Actual Long 3541,Actual Lat 3541,Matched Address 3541,Matched Long 3541,Matched Lat 3541,9
3542,Actual Address 3542,Actual Long 3542,Actual Lat 3542,Matched Address 3542,Matched Long 3542,Matched Lat 3542,24
3543,Actual Address 3543,Actual Long 3543,Actual Lat 3543,Matched Address 3543,Matched Long 3543,Matched Lat 3543,10
3544,Actual Address 3544,Actual Long 3544,Actual Lat 3544,Matched Address 3544,Matched Long 3544,Matched Lat 3544,417
3545,Actual Address 3545,Actual Long 3545,Actual Lat 3545,Matched Address 3545,Matched Long 3545,Matched Lat 3545,42
3546,Actual Address 3546,Actual Long 3546,Actual Lat 3546,Matched Address 3546,Matched Long 3546,Matched Lat 3546,3645
3547,Actual Address 3547,Actual Long 3547,Actual Lat 3547,Matched Address 3547,Matched Long 3547,Matched Lat 3547,12
3548,Actual Address 3548,Actual Long 3548,Actual Lat 3548,Matched Address 3548,Matched Long 3548,Matched Lat 3548,15
3549,Actual Address 3549,Actual Long 3549,Actual Lat 3549,Matched Address 3549,Matched Long 3549,Matched Lat 3549,4
3550,Actual Address 3550,Actual Long 3550,Actual Lat 3550,Matched Address 3550,Matched Long 3550,Matched Lat 3550,29
3551,Actual Address 3551,Actual Long 3551,Actual Lat 3551,Matched Address 3551,Matched Long 3551,Matched Lat 3551,11
3552,Actual Address 3552,Actual Long 3552,Actual Lat 3552,Matched Address 3552,Matched Long 3552,Matched Lat 3552,11
3553,Actual Address 3553,Actual Long 3553,Actual Lat 3553,Matched Address 3553,Matched Long 3553,Matched Lat 3553,11
3554,Actual Address 3554,Actual Long 3554,Actual Lat 3554,Matched Address 3554,Matched Long 3554,Matched Lat 3554,12
3555,Actual Address 3555,Actual Long 3555,Actual Lat 3555,Matched Address 3555,Matched Long 3555,Matched Lat 3555,422
3556,Actual Address 3556,Actual Long 3556,Actual Lat 3556,Matched Address 3556,Matched Long 3556,Matched Lat 3556,48
3557,Actual Address 3557,Actual Long 3557,Actual Lat 3557,Matched Address 3557,Matched Long 3557,Matched Lat 3557,222
3558,Actual Address 3558,Actual Long 3558,Actual Lat 3558,Matched Address 3558,Matched Long 3558,Matched Lat 3558,6
3559,Actual Address 3559,Actual Long 3559,Actual Lat 3559,Matched Address 3559,Matched Long 3559,Matched Lat 3559,9
3560,Actual Address 3560,Actual Long 3560,Actual Lat 3560,Matched Address 3560,Matched Long 3560,Matched Lat 3560,13
3561,Actual Address 3561,Actual Long 3561,Actual Lat 3561,Matched Address 3561,Matched Long 3561,Matched Lat 3561,72
3562,Actual Address 3562,Actual Long 3562,Actual Lat 3562,Matched Address 3562,Matched Long 3562,Matched Lat 3562,71
3563,Actual Address 3563,Actual Long 3563,Actual Lat 3563,Matched Address 3563,Matched Long 3563,Matched Lat 3563,30
3564,Actual Address 3564,Actual Long 3564,Actual Lat 3564,Matched Address 3564,Matched Long 3564,Matched Lat 3564,21
3565,Actual Address 3565,Actual Long 3565,Actual Lat 3565,Matched Address 3565,Matched Long 3565,Matched Lat 3565,17
3566,Actual Address 3566,Actual Long 3566,Actual Lat 3566,Matched Address 3566,Matched Long 3566,Matched Lat 3566,15
3567,Actual Address 3567,Actual Long 3567,Actual Lat 3567,Matched Address 3567,Matched Long 3567,Matched Lat 3567,9
3568,Actual Address 3568,Actual Long 3568,Actual Lat 3568,Matched Address 3568,Matched Long 3568,Matched Lat 3568,12
3569,Actual Address 3569,Actual Long 3569,Actual Lat 3569,Matched Address 3569,Matched Long 3569,Matched Lat 3569,7152
3570,Actual Address 3570,Actual Long 3570,Actual Lat 3570,Matched Address 3570,Matched Long 3570,Matched Lat 3570,198
3571,Actual Address 3571,Actual Long 3571,Actual Lat 3571,Matched Address 3571,Matched Long 3571,Matched Lat 3571,14
3572,Actual Address 3572,Actual Long 3572,Actual Lat 3572,Matched Address 3572,Matched Long 3572,Matched Lat 3572,19
3573,Actual Address 3573,Actual Long 3573,Actual Lat 3573,Matched Address 3573,Matched Long 3573,Matched Lat 3573,13
3574,Actual Address 3574,Actual Long 3574,Actual Lat 3574,Matched Address 3574,Matched Long 3574,Matched Lat 3574,13
3575,Actual Address 3575,Actual Long 3575,Actual Lat 3575,Matched Address 3575,Matched Long 3575,Matched Lat 3575,10
3576,Actual Address 3576,Actual Long 3576,Actual Lat 3576,Matched Address 3576,Matched Long 3576,Matched Lat 3576,15
3577,Actual Address 3577,Actual Long 3577,Actual Lat 3577,Matched Address 3577,Matched Long 3577,Matched Lat 3577,9
3578,Actual Address 3578,Actual Long 3578,Actual Lat 3578,Matched Address 3578,Matched Long 3578,Matched Lat 3578,25
3579,Actual Address 3579,Actual Long 3579,Actual Lat 3579,Matched Address 3579,Matched Long 3579,Matched Lat 3579,12
3580,Actual Address 3580,Actual Long 3580,Actual Lat 3580,Matched Address 3580,Matched Long 3580,Matched Lat 3580,37
3581,Actual Address 3581,Actual Long 3581,Actual Lat 3581,Matched Address 3581,Matched Long 3581,Matched Lat 3581,37
3582,Actual Address 3582,Actual Long 3582,Actual Lat 3582,Matched Address 3582,Matched Long 3582,Matched Lat 3582,461
3583,Actual Address 3583,Actual Long 3583,Actual Lat 3583,Matched Address 3583,Matched Long 3583,Matched Lat 3583,10
3584,Actual Address 3584,Actual Long 3584,Actual Lat 3584,Matched Address 3584,Matched Long 3584,Matched Lat 3584,140
3585,Actual Address 3585,Actual Long 3585,Actual Lat 3585,Matched Address 3585,Matched Long 3585,Matched Lat 3585,28080
3586,Actual Address 3586,Actual Long 3586,Actual Lat 3586,Matched Address 3586,Matched Long 3586,Matched Lat 3586,20
3587,Actual Address 3587,Actual Long 3587,Actual Lat 3587,Matched Address 3587,Matched Long 3587,Matched Lat 3587,22
3588,Actual Address 3588,Actual Long 3588,Actual Lat 3588,Matched Address 3588,Matched Long 3588,Matched Lat 3588,62
3589,Actual Address 3589,Actual Long 3589,Actual Lat 3589,Matched Address 3589,Matched Long 3589,Matched Lat 3589,16
3590,Actual Address 3590,Actual Long 3590,Actual Lat 3590,Matched Address 3590,Matched Long 3590,Matched Lat 3590,10
3591,Actual Address 3591,Actual Long 3591,Actual Lat 3591,Matched Address 3591,Matched Long 3591,Matched Lat 3591,133
3592,Actual Address 3592,Actual Long 3592,Actual Lat 3592,Matched Address 3592,Matched Long 3592,Matched Lat 3592,30
3593,Actual Address 3593,Actual Long 3593,Actual Lat 3593,Matched Address 3593,Matched Long 3593,Matched Lat 3593,12
3594,Actual Address 3594,Actual Long 3594,Actual Lat 3594,Matched Address 3594,Matched Long 3594,Matched Lat 3594,42
3595,Actual Address 3595,Actual Long 3595,Actual Lat 3595,Matched Address 3595,Matched Long 3595,Matched Lat 3595,502
3596,Actual Address 3596,Actual Long 3596,Actual Lat 3596,Matched Address 3596,Matched Long 3596,Matched Lat 3596,175
3597,Actual Address 3597,Actual Long 3597,Actual Lat 3597,Matched Address 3597,Matched Long 3597,Matched Lat 3597,4107
3598,Actual Address 3598,Actual Long 3598,Actual Lat 3598,Matched Address 3598,Matched Long 3598,Matched Lat 3598,26
3599,Actual Address 3599,Actual Long 3599,Actual Lat 3599,Matched Address 3599,Matched Long 3599,Matched Lat 3599,12
3600,Actual Address 3600,Actual Long 3600,Actual Lat 3600,Matched Address 3600,Matched Long 3600,Matched Lat 3600,21
3601,Actual Address 3601,Actual Long 3601,Actual Lat 3601,Matched Address 3601,Matched Long 3601,Matched Lat 3601,102
3602,Actual Address 3602,Actual Long 3602,Actual Lat 3602,Matched Address 3602,Matched Long 3602,Matched Lat 3602,12
3603,Actual Address 3603,Actual Long 3603,Actual Lat 3603,Matched Address 3603,Matched Long 3603,Matched Lat 3603,574
3604,Actual Address 3604,Actual Long 3604,Actual Lat 3604,Matched Address 3604,Matched Long 3604,Matched Lat 3604,33
3605,Actual Address 3605,Actual Long 3605,Actual Lat 3605,Matched Address 3605,Matched Long 3605,Matched Lat 3605,13
3606,Actual Address 3606,Actual Long 3606,Actual Lat 3606,Matched Address 3606,Matched Long 3606,Matched Lat 3606,54
3607,Actual Address 3607,Actual Long 3607,Actual Lat 3607,Matched Address 3607,Matched Long 3607,Matched Lat 3607,13
3608,Actual Address 3608,Actual Long 3608,Actual Lat 3608,Matched Address 3608,Matched Long 3608,Matched Lat 3608,7
3609,Actual Address 3609,Actual Long 3609,Actual Lat 3609,Matched Address 3609,Matched Long 3609,Matched Lat 3609,13
3610,Actual Address 3610,Actual Long 3610,Actual Lat 3610,Matched Address 3610,Matched Long 3610,Matched Lat 3610,28790
3611,Actual Address 3611,Actual Long 3611,Actual Lat 3611,Matched Address 3611,Matched Long 3611,Matched Lat 3611,25
3612,Actual Address 3612,Actual Long 3612,Actual Lat 3612,Matched Address 3612,Matched Long 3612,Matched Lat 3612,61
3613,Actual Address 3613,Actual Long 3613,Actual Lat 3613,Matched Address 3613,Matched Long 3613,Matched Lat 3613,20
3614,Actual Address 3614,Actual Long 3614,Actual Lat 3614,Matched Address 3614,Matched Long 3614,Matched Lat 3614,3245
3615,Actual Address 3615,Actual Long 3615,Actual Lat 3615,Matched Address 3615,Matched Long 3615,Matched Lat 3615,13
3616,Actual Address 3616,Actual Long 3616,Actual Lat 3616,Matched Address 3616,Matched Long 3616,Matched Lat 3616,14
3617,Actual Address 3617,Actual Long 3617,Actual Lat 3617,Matched Address 3617,Matched Long 3617,Matched Lat 3617,13
3618,Actual Address 3618,Actual Long 3618,Actual Lat 3618,Matched Address 3618,Matched Long 3618,Matched Lat 3618,13
3619,Actual Address 3619,Actual Long 3619,Actual Lat 3619,Matched Address 3619,Matched Long 3619,Matched Lat 3619,10
3620,Actual Address 3620,Actual Long 3620,Actual Lat 3620,Matched Address 3620,Matched Long 3620,Matched Lat 3620,177
3621,Actual Address 3621,Actual Long 3621,Actual Lat 3621,Matched Address 3621,Matched Long 3621,Matched Lat 3621,13
3622,Actual Address 3622,Actual Long 3622,Actual Lat 3622,Matched Address 3622,Matched Long 3622,Matched Lat 3622,506
3623,Actual Address 3623,Actual Long 3623,Actual Lat 3623,Matched Address 3623,Matched Long 3623,Matched Lat 3623,7
3624,Actual Address 3624,Actual Long 3624,Actual Lat 3624,Matched Address 3624,Matched Long 3624,Matched Lat 3624,8
3625,Actual Address 3625,Actual Long 3625,Actual Lat 3625,Matched Address 3625,Matched Long 3625,Matched Lat 3625,199
3626,Actual Address 3626,Actual Long 3626,Actual Lat 3626,Matched Address 3626,Matched Long 3626,Matched Lat 3626,5
3627,Actual Address 3627,Actual Long 3627,Actual Lat 3627,Matched Address 3627,Matched Long 3627,Matched Lat 3627,144
3628,Actual Address 3628,Actual Long 3628,Actual Lat 3628,Matched Address 3628,Matched Long 3628,Matched Lat 3628,310
3629,Actual Address 3629,Actual Long 3629,Actual Lat 3629,Matched Address 3629,Matched Long 3629,Matched Lat 3629,126
3630,Actual Address 3630,Actual Long 3630,Actual Lat 3630,Matched Address 3630,Matched Long 3630,Matched Lat 3630,12
3631,Actual Address 3631,Actual Long 3631,Actual Lat 3631,Matched Address 3631,Matched Long 3631,Matched Lat 3631,5
3632,Actual Address 3632,Actual Long 3632,Actual Lat 3632,Matched Address 3632,Matched Long 3632,Matched Lat 3632,18
3633,Actual Address 3633,Actual Long 3633,Actual Lat 3633,Matched Address 3633,Matched Long 3633,Matched Lat 3633,7
3634,Actual Address 3634,Actual Long 3634,Actual Lat 3634,Matched Address 3634,Matched Long 3634,Matched Lat 3634,31
3635,Actual Address 3635,Actual Long 3635,Actual Lat 3635,Matched Address 3635,Matched Long 3635,Matched Lat 3635,20
3636,Actual Address 3636,Actual Long 3636,Actual Lat 3636,Matched Address 3636,Matched Long 3636,Matched Lat 3636,305
3637,Actual Address 3637,Actual Long 3637,Actual Lat 3637,Matched Address 3637,Matched Long 3637,Matched Lat 3637,95
3638,Actual Address 3638,Actual Long 3638,Actual Lat 3638,Matched Address 3638,Matched Long 3638,Matched Lat 3638,13
3639,Actual Address 3639,Actual Long 3639,Actual Lat 3639,Matched Address 3639,Matched Long 3639,Matched Lat 3639,15
3640,Actual Address 3640,Actual Long 3640,Actual Lat 3640,Matched Address 3640,Matched Long 3640,Matched Lat 3640,19
3641,Actual Address 3641,Actual Long 3641,Actual Lat 3641,Matched Address 3641,Matched Long 3641,Matched Lat 3641,14
3642,Actual Address 3642,Actual Long 3642,Actual Lat 3642,Matched Address 3642,Matched Long 3642,Matched Lat 3642,2
3643,Actual Address 3643,Actual Long 3643,Actual Lat 3643,Matched Address 3643,Matched Long 3643,Matched Lat 3643,338
3644,Actual Address 3644,Actual Long 3644,Actual Lat 3644,Matched Address 3644,Matched Long 3644,Matched Lat 3644,7963
3645,Actual Address 3645,Actual Long 3645,Actual Lat 3645,Matched Address 3645,Matched Long 3645,Matched Lat 3645,21
3646,Actual Address 3646,Actual Long 3646,Actual Lat 3646,Matched Address 3646,Matched Long 3646,Matched Lat 3646,6
3647,Actual Address 3647,Actual Long 3647,Actual Lat 3647,Matched Address 3647,Matched Long 3647,Matched Lat 3647,22
3648,Actual Address 3648,Actual Long 3648,Actual Lat 3648,Matched Address 3648,Matched Long 3648,Matched Lat 3648,12
3649,Actual Address 3649,Actual Long 3649,Actual Lat 3649,Matched Address 3649,Matched Long 3649,Matched Lat 3649,17
3650,Actual Address 3650,Actual Long 3650,Actual Lat 3650,Matched Address 3650,Matched Long 3650,Matched Lat 3650,1130
3651,Actual Address 3651,Actual Long 3651,Actual Lat 3651,Matched Address 3651,Matched Long 3651,Matched Lat 3651,10
3652,Actual Address 3652,Actual Long 3652,Actual Lat 3652,Matched Address 3652,Matched Long 3652,Matched Lat 3652,10
3653,Actual Address 3653,Actual Long 3653,Actual Lat 3653,Matched Address 3653,Matched Long 3653,Matched Lat 3653,14
3654,Actual Address 3654,Actual Long 3654,Actual Lat 3654,Matched Address 3654,Matched Long 3654,Matched Lat 3654,11
3655,Actual Address 3655,Actual Long 3655,Actual Lat 3655,Matched Address 3655,Matched Long 3655,Matched Lat 3655,34
3656,Actual Address 3656,Actual Long 3656,Actual Lat 3656,Matched Address 3656,Matched Long 3656,Matched Lat 3656,14
3657,Actual Address 3657,Actual Long 3657,Actual Lat 3657,Matched Address 3657,Matched Long 3657,Matched Lat 3657,2
3658,Actual Address 3658,Actual Long 3658,Actual Lat 3658,Matched Address 3658,Matched Long 3658,Matched Lat 3658,587
3659,Actual Address 3659,Actual Long 3659,Actual Lat 3659,Matched Address 3659,Matched Long 3659,Matched Lat 3659,8
3660,Actual Address 3660,Actual Long 3660,Actual Lat 3660,Matched Address 3660,Matched Long 3660,Matched Lat 3660,111
3661,Actual Address 3661,Actual Long 3661,Actual Lat 3661,Matched Address 3661,Matched Long 3661,Matched Lat 3661,12
3662,Actual Address 3662,Actual Long 3662,Actual Lat 3662,Matched Address 3662,Matched Long 3662,Matched Lat 3662,27
3663,Actual Address 3663,Actual Long 3663,Actual Lat 3663,Matched Address 3663,Matched Long 3663,Matched Lat 3663,9
3664,Actual Address 3664,Actual Long 3664,Actual Lat 3664,Matched Address 3664,Matched Long 3664,Matched Lat 3664,27
3665,Actual Address 3665,Actual Long 3665,Actual Lat 3665,Matched Address 3665,Matched Long 3665,Matched Lat 3665,502
3666,Actual Address 3666,Actual Long 3666,Actual Lat 3666,Matched Address 3666,Matched Long 3666,Matched Lat 3666,17
3667,Actual Address 3667,Actual Long 3667,Actual Lat 3667,Matched Address 3667,Matched Long 3667,Matched Lat 3667,17
3668,Actual Address 3668,Actual Long 3668,Actual Lat 3668,Matched Address 3668,Matched Long 3668,Matched Lat 3668,17
3669,Actual Address 3669,Actual Long 3669,Actual Lat 3669,Matched Address 3669,Matched Long 3669,Matched Lat 3669,43
3670,Actual Address 3670,Actual Long 3670,Actual Lat 3670,Matched Address 3670,Matched Long 3670,Matched Lat 3670,274
3671,Actual Address 3671,Actual Long 3671,Actual Lat 3671,Matched Address 3671,Matched Long 3671,Matched Lat 3671,23
3672,Actual Address 3672,Actual Long 3672,Actual Lat 3672,Matched Address 3672,Matched Long 3672,Matched Lat 3672,20
3673,Actual Address 3673,Actual Long 3673,Actual Lat 3673,Matched Address 3673,Matched Long 3673,Matched Lat 3673,6
3674,Actual Address 3674,Actual Long 3674,Actual Lat 3674,Matched Address 3674,Matched Long 3674,Matched Lat 3674,16
3675,Actual Address 3675,Actual Long 3675,Actual Lat 3675,Matched Address 3675,Matched Long 3675,Matched Lat 3675,386
3676,Actual Address 3676,Actual Long 3676,Actual Lat 3676,Matched Address 3676,Matched Long 3676,Matched Lat 3676,60
3677,Actual Address 3677,Actual Long 3677,Actual Lat 3677,Matched Address 3677,Matched Long 3677,Matched Lat 3677,9
3678,Actual Address 3678,Actual Long 3678,Actual Lat 3678,Matched Address 3678,Matched Long 3678,Matched Lat 3678,15
3679,Actual Address 3679,Actual Long 3679,Actual Lat 3679,Matched Address 3679,Matched Long 3679,Matched Lat 3679,424
3680,Actual Address 3680,Actual Long 3680,Actual Lat 3680,Matched Address 3680,Matched Long 3680,Matched Lat 3680,15
3681,Actual Address 3681,Actual Long 3681,Actual Lat 3681,Matched Address 3681,Matched Long 3681,Matched Lat 3681,11
3682,Actual Address 3682,Actual Long 3682,Actual Lat 3682,Matched Address 3682,Matched Long 3682,Matched Lat 3682,21
3683,Actual Address 3683,Actual Long 3683,Actual Lat 3683,Matched Address 3683,Matched Long 3683,Matched Lat 3683,18
3684,Actual Address 3684,Actual Long 3684,Actual Lat 3684,Matched Address 3684,Matched Long 3684,Matched Lat 3684,12
3685,Actual Address 3685,Actual Long 3685,Actual Lat 3685,Matched Address 3685,Matched Long 3685,Matched Lat 3685,4
3686,Actual Address 3686,Actual Long 3686,Actual Lat 3686,Matched Address 3686,Matched Long 3686,Matched Lat 3686,1794
3687,Actual Address 3687,Actual Long 3687,Actual Lat 3687,Matched Address 3687,Matched Long 3687,Matched Lat 3687,28
3688,Actual Address 3688,Actual Long 3688,Actual Lat 3688,Matched Address 3688,Matched Long 3688,Matched Lat 3688,442
3689,Actual Address 3689,Actual Long 3689,Actual Lat 3689,Matched Address 3689,Matched Long 3689,Matched Lat 3689,171
3690,Actual Address 3690,Actual Long 3690,Actual Lat 3690,Matched Address 3690,Matched Long 3690,Matched Lat 3690,17
3691,Actual Address 3691,Actual Long 3691,Actual Lat 3691,Matched Address 3691,Matched Long 3691,Matched Lat 3691,226
3692,Actual Address 3692,Actual Long 3692,Actual Lat 3692,Matched Address 3692,Matched Long 3692,Matched Lat 3692,12
3693,Actual Address 3693,Actual Long 3693,Actual Lat 3693,Matched Address 3693,Matched Long 3693,Matched Lat 3693,928
3694,Actual Address 3694,Actual Long 3694,Actual Lat 3694,Matched Address 3694,Matched Long 3694,Matched Lat 3694,15
3695,Actual Address 3695,Actual Long 3695,Actual Lat 3695,Matched Address 3695,Matched Long 3695,Matched Lat 3695,16
3696,Actual Address 3696,Actual Long 3696,Actual Lat 3696,Matched Address 3696,Matched Long 3696,Matched Lat 3696,44
3697,Actual Address 3697,Actual Long 3697,Actual Lat 3697,Matched Address 3697,Matched Long 3697,Matched Lat 3697,105
3698,Actual Address 3698,Actual Long 3698,Actual Lat 3698,Matched Address 3698,Matched Long 3698,Matched Lat 3698,164
3699,Actual Address 3699,Actual Long 3699,Actual Lat 3699,Matched Address 3699,Matched Long 3699,Matched Lat 3699,17
3700,Actual Address 3700,Actual Long 3700,Actual Lat 3700,Matched Address 3700,Matched Long 3700,Matched Lat 3700,20
3701,Actual Address 3701,Actual Long 3701,Actual Lat 3701,Matched Address 3701,Matched Long 3701,Matched Lat 3701,502
3702,Actual Address 3702,Actual Long 3702,Actual Lat 3702,Matched Address 3702,Matched Long 3702,Matched Lat 3702,18
3703,Actual Address 3703,Actual Long 3703,Actual Lat 3703,Matched Address 3703,Matched Long 3703,Matched Lat 3703,12
3704,Actual Address 3704,Actual Long 3704,Actual Lat 3704,Matched Address 3704,Matched Long 3704,Matched Lat 3704,10954
3705,Actual Address 3705,Actual Long 3705,Actual Lat 3705,Matched Address 3705,Matched Long 3705,Matched Lat 3705,7
3706,Actual Address 3706,Actual Long 3706,Actual Lat 3706,Matched Address 3706,Matched Long 3706,Matched Lat 3706,55
3707,Actual Address 3707,Actual Long 3707,Actual Lat 3707,Matched Address 3707,Matched Long 3707,Matched Lat 3707,7
3708,Actual Address 3708,Actual Long 3708,Actual Lat 3708,Matched Address 3708,Matched Long 3708,Matched Lat 3708,8
3709,Actual Address 3709,Actual Long 3709,Actual Lat 3709,Matched Address 3709,Matched Long 3709,Matched Lat 3709,33
3710,Actual Address 3710,Actual Long 3710,Actual Lat 3710,Matched Address 3710,Matched Long 3710,Matched Lat 3710,19
3711,Actual Address 3711,Actual Long 3711,Actual Lat 3711,Matched Address 3711,Matched Long 3711,Matched Lat 3711,9
3712,Actual Address 3712,Actual Long 3712,Actual Lat 3712,Matched Address 3712,Matched Long 3712,Matched Lat 3712,18
3713,Actual Address 3713,Actual Long 3713,Actual Lat 3713,Matched Address 3713,Matched Long 3713,Matched Lat 3713,16
3714,Actual Address 3714,Actual Long 3714,Actual Lat 3714,Matched Address 3714,Matched Long 3714,Matched Lat 3714,13
3715,Actual Address 3715,Actual Long 3715,Actual Lat 3715,Matched Address 3715,Matched Long 3715,Matched Lat 3715,110
3716,Actual Address 3716,Actual Long 3716,Actual Lat 3716,Matched Address 3716,Matched Long 3716,Matched Lat 3716,127
3717,Actual Address 3717,Actual Long 3717,Actual Lat 3717,Matched Address 3717,Matched Long 3717,Matched Lat 3717,20
3718,Actual Address 3718,Actual Long 3718,Actual Lat 3718,Matched Address 3718,Matched Long 3718,Matched Lat 3718,13
3719,Actual Address 3719,Actual Long 3719,Actual Lat 3719,Matched Address 3719,Matched Long 3719,Matched Lat 3719,792
3720,Actual Address 3720,Actual Long 3720,Actual Lat 3720,Matched Address 3720,Matched Long 3720,Matched Lat 3720,5
3721,Actual Address 3721,Actual Long 3721,Actual Lat 3721,Matched Address 3721,Matched Long 3721,Matched Lat 3721,11
3722,Actual Address 3722,Actual Long 3722,Actual Lat 3722,Matched Address 3722,Matched Long 3722,Matched Lat 3722,1495
3723,Actual Address 3723,Actual Long 3723,Actual Lat 3723,Matched Address 3723,Matched Long 3723,Matched Lat 3723,13
3724,Actual Address 3724,Actual Long 3724,Actual Lat 3724,Matched Address 3724,Matched Long 3724,Matched Lat 3724,16
3725,Actual Address 3725,Actual Long 3725,Actual Lat 3725,Matched Address 3725,Matched Long 3725,Matched Lat 3725,147
3726,Actual Address 3726,Actual Long 3726,Actual Lat 3726,Matched Address 3726,Matched Long 3726,Matched Lat 3726,20
3727,Actual Address 3727,Actual Long 3727,Actual Lat 3727,Matched Address 3727,Matched Long 3727,Matched Lat 3727,11
3728,Actual Address 3728,Actual Long 3728,Actual Lat 3728,Matched Address 3728,Matched Long 3728,Matched Lat 3728,76
3729,Actual Address 3729,Actual Long 3729,Actual Lat 3729,Matched Address 3729,Matched Long 3729,Matched Lat 3729,6
3730,Actual Address 3730,Actual Long 3730,Actual Lat 3730,Matched Address 3730,Matched Long 3730,Matched Lat 3730,9
3731,Actual Address 3731,Actual Long 3731,Actual Lat 3731,Matched Address 3731,Matched Long 3731,Matched Lat 3731,18
3732,Actual Address 3732,Actual Long 3732,Actual Lat 3732,Matched Address 3732,Matched Long 3732,Matched Lat 3732,559
3733,Actual Address 3733,Actual Long 3733,Actual Lat 3733,Matched Address 3733,Matched Long 3733,Matched Lat 3733,19
3734,Actual Address 3734,Actual Long 3734,Actual Lat 3734,Matched Address 3734,Matched Long 3734,Matched Lat 3734,21
